"","Codigo","Season","Punto_de_muestreo","Iluminacion","Cobertura","Soil_respiration","PAR","T_suelo","Hora"
"67",307,"August",7,13,"Under canopy",0.02,641.9,31.9,"13:25"
"68",308,"August",8,13,"Under canopy",0.01,594.9,36.6,"15:07"
"69",309,"August",9,13,"Under canopy",0.03,923.5,32.6,"13:28"
"70",310,"August",10,13,"Under canopy",0.01,341.9,34.8,"14:32"
"71",311,"August",11,13,"Under canopy",0.26,573.7,31.5,"13:53"
"72",312,"August",12,13,"Under canopy",0.18,241.5,28.9,"13:57"
"73",313,"August",13,13,"Under canopy",0.02,655.4,33.2,"13:33"
"74",314,"August",14,13,"Under canopy",0.01,162.4,31.4,"13:37"
"75",315,"August",15,13,"Under canopy",0.26,216.8,33.2,"13:49"
"76",316,"August",16,13,"Under canopy",0.01,610,31.1,"14:14"
"77",317,"August",17,13,"Under canopy",0.38,356.9,29.8,"14:03"
"78",318,"August",18,13,"Under canopy",0.01,349.4,30.3,"14:19"
"79",319,"August",19,13,"Under canopy",0.01,135,29.6,"14:10"
"80",320,"August",20,13,"Under canopy",0.01,253.1,29.5,"14:07"
"81",321,"August",21,13,"Canopy interspace",0.03,1631.5,41.8,"14:23"
"82",322,"August",22,13,"Canopy interspace",0.02,1774.7,39.7,"14:29"
"83",323,"August",23,13,"Canopy interspace",0.02,1631.6,41.4,"14:37"
"84",324,"August",24,13,"Canopy interspace",0.18,1716.1,40.5,"13:45"
"85",325,"August",25,13,"Canopy interspace",0.03,1149.7,40.7,"14:41"
"86",326,"August",26,13,"Canopy interspace",0.01,360.7,37.2,"14:47"
"87",327,"August",27,13,"Canopy interspace",0.02,1071.1,41.2,"14:51"
"88",328,"August",28,13,"Canopy interspace",0.03,590.2,40.9,"15:03"
"89",329,"August",29,13,"Canopy interspace",0.01,826.1,41.2,"14:55"
"90",330,"August",30,13,"Canopy interspace",0.02,1144.9,41.3,"14:59"
"91",401,"August",1,17,"Under canopy",0,144.6,27,"17:06"
"92",402,"August",2,17,"Under canopy",0,68.9,25.6,"17:11"
"93",403,"August",3,17,"Under canopy",0.01,134.1,27.7,"17:15"
"94",404,"August",4,17,"Under canopy",0.01,53.1,27.2,"17:20"
"95",405,"August",5,17,"Under canopy",0.01,86.4,27.3,"17:24"
"96",406,"August",6,17,"Under canopy",0,53,26.6,"17:28"
"97",407,"August",7,17,"Under canopy",0.01,31.9,25.9,"17:32"
"98",408,"August",8,17,"Under canopy",0.01,0,20.5,"19:58"
"99",409,"August",9,17,"Under canopy",0,47.7,26,"17:36"
"100",410,"August",10,17,"Under canopy",0,0,21.3,"19:23"
"101",411,"August",11,17,"Under canopy",0,0,20.8,"19:16"
"102",412,"August",12,17,"Under canopy",0,9.1,23.2,"18:01"
"103",413,"August",13,17,"Under canopy",0.01,23.6,24.8,"17:41"
"104",414,"August",14,17,"Under canopy",0.01,34.4,24.7,"17:46"
"105",415,"August",15,17,"Under canopy",0.01,26,24.6,"17:56"
"106",416,"August",16,17,"Under canopy",0,0.4,22.2,"18:20"
"107",417,"August",17,17,"Under canopy",0,0,20.5,"18:51"
"108",418,"August",18,17,"Under canopy",0,0,20.4,"19:09"
"109",419,"August",19,17,"Under canopy",0,0.3,22.1,"18:15"
"110",420,"August",20,17,"Under canopy",0,2,22.5,"18:10"
"111",421,"August",21,17,"Canopy interspace",0,0,21.7,"19:13"
"112",422,"August",22,17,"Canopy interspace",0,0,21.5,"19:20"
"113",423,"August",23,17,"Canopy interspace",0.01,0,22.2,"19:28"
"114",424,"August",24,17,"Canopy interspace",0.01,46.6,26.1,"17:53"
"115",425,"August",25,17,"Canopy interspace",0.01,0,22.5,"19:32"
"116",426,"August",26,17,"Canopy interspace",0.01,0,22.1,"19:35"
"117",427,"August",27,17,"Canopy interspace",0.01,0,21.7,"19:39"
"118",428,"August",28,17,"Canopy interspace",0,0,21.1,"19:53"
"119",429,"August",29,17,"Canopy interspace",0,0,21.3,"19:44"
"120",430,"August",30,17,"Canopy interspace",0.01,0.1,21.6,"19:49"
"121",501,"August",1,21,"Under canopy",0,0,20.1,"20:53"
"122",502,"August",2,21,"Under canopy",0,0,20.1,"20:56"
"123",503,"August",3,21,"Under canopy",0.01,0,20.5,"20:59"
"124",504,"August",4,21,"Under canopy",0.01,0,20.6,"21:02"
"125",505,"August",5,21,"Under canopy",0.01,0,21,"21:06"
"126",506,"August",6,21,"Under canopy",0.01,0,20.5,"21:09"
"127",507,"August",7,21,"Under canopy",0.01,0,20.6,"21:13"
"128",508,"August",8,21,"Under canopy",0,0,20.8,"22:44"
"129",509,"August",9,21,"Under canopy",0.01,0,20.8,"21:17"
"130",510,"August",10,21,"Under canopy",0,0,20.9,"22:14"
"131",511,"August",11,21,"Under canopy",0,0,20.6,"21:35"
"132",512,"August",12,21,"Under canopy",0.01,0,20.4,"21:39"
"133",513,"August",13,21,"Under canopy",0.01,0,20.3,"21:21"
"134",514,"August",14,21,"Under canopy",0.01,0,20.1,"21:24"
"135",515,"August",15,21,"Under canopy",0.01,0,21,"21:32"
"136",516,"August",16,21,"Under canopy",0.01,0,20.5,"22:04"
"137",517,"August",17,21,"Under canopy",0,0,19.8,"22:00"
"138",518,"August",18,21,"Under canopy",0.01,0,20.3,"22:07"
"139",519,"August",19,21,"Under canopy",0,0,19.9,"21:57"
"140",520,"August",20,21,"Under canopy",0.01,0,20,"21:50"
"141",521,"August",21,21,"Canopy interspace",0.01,0,21,"22:10"
"142",522,"August",22,21,"Canopy interspace",0.01,0,21.4,"22:17"
"143",523,"August",23,21,"Canopy interspace",0.01,0,21.8,"22:20"
"144",524,"August",24,21,"Canopy interspace",0.01,0,21.3,"21:29"
"145",525,"August",25,21,"Canopy interspace",0.01,0,22,"22:23"
"146",526,"August",26,21,"Canopy interspace",0.01,0,21.6,"22:26"
"147",527,"August",27,21,"Canopy interspace",0.01,0,21.6,"22:29"
"148",528,"August",28,21,"Canopy interspace",0,0,21.3,"22:40"
"149",529,"August",29,21,"Canopy interspace",0,0,21.2,"22:34"
"150",530,"August",30,21,"Canopy interspace",0,0.1,21.3,"22:37"
"151",101,"April",1,5,"Under canopy",0.87,2,23.1,"05:18"
"152",102,"April",2,5,"Under canopy",0.57,0,23.3,"05:21"
"153",103,"April",3,5,"Under canopy",0.62,0.1,23.4,"05:26"
"154",104,"April",4,5,"Under canopy",0.4,0,23.7,"05:30"
"155",105,"April",5,5,"Under canopy",0.53,0,23.8,"05:35"
"156",106,"April",6,5,"Under canopy",0.07,0,23.7,"05:40"
"157",107,"April",7,5,"Under canopy",0.71,0,23.3,"05:49"
"158",108,"April",8,5,"Under canopy",0.74,105.6,25.3,"07:37"
"159",109,"April",9,5,"Under canopy",0.41,0,23.7,"05:53"
"160",110,"April",10,5,"Under canopy",0.24,16.8,23.9,"07:05"
"161",111,"April",11,5,"Under canopy",1.12,1.2,24.4,"06:25"
"162",112,"April",12,5,"Under canopy",1.05,1.7,23.9,"06:33"
"163",113,"April",13,5,"Under canopy",0.72,0,23.4,"06:01"
"164",114,"April",14,5,"Under canopy",0.92,0,23.6,"06:06"
"165",115,"April",15,5,"Under canopy",0.87,0.1,23.7,"06:17"
"166",116,"April",16,5,"Under canopy",1.07,11.2,23.8,"06:53"
"167",117,"April",17,5,"Under canopy",1.01,12,23.5,"06:44"
"168",118,"April",18,5,"Under canopy",0.85,17.8,23.8,"06:59"
"169",119,"April",19,5,"Under canopy",0.53,8.7,23.5,"06:48"
"170",120,"April",20,5,"Under canopy",1.33,5.1,23.6,"06:39"
"171",121,"April",21,5,"Canopy interspace",0.35,6.7,24.5,"06:30"
"172",122,"April",22,5,"Canopy interspace",0.36,4.1,24.2,"06:22"
"173",123,"April",23,5,"Canopy interspace",0.33,87.2,24.7,"07:09"
"174",124,"April",24,5,"Canopy interspace",0.37,0.3,24.3,"06:14"
"175",125,"April",25,5,"Canopy interspace",0.61,77.3,25.2,"07:14"
"176",126,"April",26,5,"Canopy interspace",0.51,98.6,24.8,"07:18"
"177",127,"April",27,5,"Canopy interspace",0.25,99.3,25.3,"07:21"
"178",128,"April",28,5,"Canopy interspace",0.45,153.6,25.7,"07:24"
"179",129,"April",29,5,"Canopy interspace",0.39,119.1,25.5,"07:27"
"180",130,"April",30,5,"Canopy interspace",0.33,165.9,25.7,"07:30"
"181",201,"April",1,9,"Under canopy",0.57,711.5,32.7,"09:16"
"182",202,"April",2,9,"Under canopy",0.89,236.6,32.9,"09:19"
"183",203,"April",3,9,"Under canopy",0.77,298.1,30,"09:23"
"184",204,"April",4,9,"Under canopy",0.46,429.2,30.8,"09:27"
"185",205,"April",5,9,"Under canopy",0.86,347.4,33.5,"09:30"
"186",206,"April",6,9,"Under canopy",0.87,423.5,33.8,"09:34"
"187",207,"April",7,9,"Under canopy",0.81,263,31.4,"09:39"
"188",208,"April",8,9,"Under canopy",0.64,183.8,37.4,"11:26"
"189",209,"April",9,9,"Under canopy",0.52,81.6,32,"09:43"
"190",210,"April",10,9,"Under canopy",0.69,144.1,33,"11:15"
"191",211,"April",11,9,"Under canopy",1.02,93.2,31.4,"10:14"
"192",212,"April",12,9,"Under canopy",1.1,152,31.3,"10:22"
"193",213,"April",13,9,"Under canopy",0.82,124.6,30.6,"09:49"
"194",214,"April",14,9,"Under canopy",1.02,2087.5,37.2,"09:54"
"195",215,"April",15,9,"Under canopy",0.7,132.3,32.9,"10:05"
"196",216,"April",16,9,"Under canopy",0.95,91.9,31.9,"11:05"
"197",217,"April",17,9,"Under canopy",1.05,120.6,31.8,"10:54"
"198",218,"April",18,9,"Under canopy",0.98,321.8,34.3,"11:10"
"199",219,"April",19,9,"Under canopy",0.53,74.5,31.7,"11:01"
"200",220,"April",20,9,"Under canopy",1.15,921.8,31.6,"10:58"
"201",221,"April",21,9,"Canopy interspace",0.27,2025.7,35.1,"10:18"
"202",222,"April",22,9,"Canopy interspace",0.27,1131.2,38.6,"10:09"
"203",223,"April",23,9,"Canopy interspace",0.14,2496.7,41.4,"11:19"
"204",224,"April",24,9,"Canopy interspace",0.09,1844.6,39.7,"10:01"
"205",225,"April",25,9,"Canopy interspace",0.54,2288.5,40.7,"11:22"
"206",226,"April",26,9,"Canopy interspace",0.22,1552.1,43.4,"11:30"
"207",227,"April",27,9,"Canopy interspace",0.09,1170.8,47.2,"11:34"
"208",228,"April",28,9,"Canopy interspace",0.24,3141,47.8,"11:37"
"209",229,"April",29,9,"Canopy interspace",0.16,2856.2,46.2,"11:40"
"210",230,"April",30,9,"Canopy interspace",0.05,2911.4,47.2,"11:44"
"211",301,"April",1,13,"Under canopy",1.38,481.4,34.2,"13:37"
"212",302,"April",2,13,"Under canopy",1.18,159.2,33.4,"13:43"
"213",303,"April",3,13,"Under canopy",0.76,575.4,40.6,"13:46"
"214",304,"April",4,13,"Under canopy",0.4,653.6,41.4,"13:51"
"215",305,"April",5,13,"Under canopy",0.98,129.9,38.9,"13:55"
"216",306,"April",6,13,"Under canopy",0.89,306.8,37.6,"13:59"
"217",307,"April",7,13,"Under canopy",0.94,346.5,36.5,"14:02"
"218",308,"April",8,13,"Under canopy",0.8,756.4,41.6,"15:22"
"219",309,"April",9,13,"Under canopy",0.67,110.7,36.5,"14:06"
"220",310,"April",10,13,"Under canopy",0.76,56.9,34.1,"15:10"
"221",311,"April",11,13,"Under canopy",1.15,160.4,37.1,"14:34"
"222",312,"April",12,13,"Under canopy",1.24,63.6,35.3,"14:42"
"223",313,"April",13,13,"Under canopy",1.08,232.7,34.6,"14:09"
"224",314,"April",14,13,"Under canopy",1.04,462.8,35.9,"14:14"
"225",315,"April",15,13,"Under canopy",0.92,161.8,36.7,"14:25"
"226",316,"April",16,13,"Under canopy",1.04,395.3,35.6,"15:01"
"227",317,"April",17,13,"Under canopy",1.16,201.1,34.9,"14:48"
"228",318,"April",18,13,"Under canopy",1.08,89.8,35.4,"15:05"
"229",319,"April",19,13,"Under canopy",0.74,40.2,33.8,"14:56"
"230",320,"April",20,13,"Under canopy",1.58,123.2,34.4,"14:52"
"231",321,"April",21,13,"Canopy interspace",0.37,610.2,42.1,"14:38"
"232",322,"April",22,13,"Canopy interspace",0.03,993.6,45.3,"14:30"
"233",323,"April",23,13,"Canopy interspace",0.16,639.8,43.6,"15:14"
"234",324,"April",24,13,"Canopy interspace",0.01,1245.8,44.8,"14:21"
"235",325,"April",25,13,"Canopy interspace",0.51,679.7,40.9,"15:18"
"236",326,"April",26,13,"Canopy interspace",0.51,74.8,37.1,"15:26"
"237",327,"April",27,13,"Canopy interspace",0.15,651.6,45.6,"15:29"
"238",328,"April",28,13,"Canopy interspace",0.4,565.5,44.3,"15:33"
"239",329,"April",29,13,"Canopy interspace",0.22,580.4,45.1,"15:37"
"240",330,"April",30,13,"Canopy interspace",0.39,695.8,42.7,"15:40"
"241",401,"April",1,17,"Under canopy",0.97,60.4,31,"17:01"
"242",402,"April",2,17,"Under canopy",1.03,25.7,30.1,"17:04"
"243",403,"April",3,17,"Under canopy",0.79,81.2,32.9,"17:10"
"244",404,"April",4,17,"Under canopy",0.47,54.6,32.3,"17:14"
"245",405,"April",5,17,"Under canopy",0.85,42,32.7,"17:18"
"246",406,"April",6,17,"Under canopy",0.76,29.3,31.3,"17:24"
"247",407,"April",7,17,"Under canopy",0.79,21.6,31.5,"17:28"
"248",408,"April",8,17,"Under canopy",0.83,0,27.7,"19:11"
"249",409,"April",9,17,"Under canopy",0.56,53.4,31.9,"17:31"
"250",410,"April",10,17,"Under canopy",0.69,0,27.8,"18:35"
"251",411,"April",11,17,"Under canopy",1.08,9.8,29.6,"18:00"
"252",412,"April",12,17,"Under canopy",1.11,0.4,29,"18:07"
"253",413,"April",13,17,"Under canopy",0.83,16.5,30,"17:36"
"254",414,"April",14,17,"Under canopy",0.79,32.2,31,"17:41"
"255",415,"April",15,17,"Under canopy",0.93,7.6,30.4,"17:51"
"256",416,"April",16,17,"Under canopy",1.07,0,28.1,"18:24"
"257",417,"April",17,17,"Under canopy",0.94,0.6,28.4,"18:12"
"258",418,"April",18,17,"Under canopy",0.92,0,28.2,"18:29"
"259",419,"April",19,17,"Under canopy",0.7,0,28.2,"18:19"
"260",420,"April",20,17,"Under canopy",0.98,0.1,28.1,"18:16"
"261",421,"April",21,17,"Canopy interspace",0.45,9.1,30.8,"18:04"
"262",422,"April",22,17,"Canopy interspace",0.29,27.3,31.9,"17:56"
"263",423,"April",23,17,"Canopy interspace",0.3,0,30.3,"18:39"
"264",424,"April",24,17,"Canopy interspace",0.26,26.3,33.5,"17:47"
"265",425,"April",25,17,"Canopy interspace",0.58,0,29.6,"18:43"
"266",426,"April",26,17,"Canopy interspace",0.42,0,28.5,"18:48"
"267",427,"April",27,17,"Canopy interspace",0.3,0.4,29.6,"18:52"
"268",428,"April",28,17,"Canopy interspace",0.44,0,29.4,"18:55"
"269",429,"April",29,17,"Canopy interspace",0,0,29.2,"19:00"
"270",430,"April",30,17,"Canopy interspace",0.44,0,28.8,"19:04"
"271",501,"April",1,21,"Under canopy",1.05,0,24.5,"21:03"
"272",502,"April",2,21,"Under canopy",2.14,0,24.4,"21:07"
"273",503,"April",3,21,"Under canopy",0.78,0,24.9,"21:12"
"274",504,"April",4,21,"Under canopy",0.42,0,25.6,"21:16"
"275",505,"April",5,21,"Under canopy",0.88,0,25.5,"21:20"
"276",506,"April",6,21,"Under canopy",0.66,0,24.9,"21:25"
"277",507,"April",7,21,"Under canopy",0.75,0,25.2,"21:33"
"278",508,"April",8,21,"Under canopy",0.79,0,24.3,"23:34"
"279",509,"April",9,21,"Under canopy",0.5,0,24.9,"21:37"
"280",510,"April",10,21,"Under canopy",0.61,0,23.7,"23:19"
"281",511,"April",11,21,"Under canopy",1.03,0,24.2,"22:32"
"282",512,"April",12,21,"Under canopy",1.13,0,24,"22:41"
"283",513,"April",13,21,"Under canopy",0.77,0,24.4,"21:42"
"284",514,"April",14,21,"Under canopy",0.76,0,24.3,"21:52"
"285",515,"April",15,21,"Under canopy",0.89,0,24.5,"22:18"
"286",516,"April",16,21,"Under canopy",0.93,0,23.7,"23:04"
"287",517,"April",17,21,"Under canopy",1.01,0,23.7,"22:48"
"288",518,"April",18,21,"Under canopy",0.8,0,23.7,"23:11"
"289",519,"April",19,21,"Under canopy",0.69,0,23.7,"22:59"
"290",520,"April",20,21,"Under canopy",1.2,0,23.8,"22:53"
"291",521,"April",21,21,"Canopy interspace",0.45,0,25.2,"22:36"
"292",522,"April",22,21,"Canopy interspace",0.34,0,25.1,"22:24"
"293",523,"April",23,21,"Canopy interspace",0.3,0,24.6,"23:24"
"294",524,"April",24,21,"Canopy interspace",0.46,0,25.9,"22:14"
"295",525,"April",25,21,"Canopy interspace",0.52,0,24.8,"23:29"
"296",526,"April",26,21,"Canopy interspace",0.34,0,24.3,"23:34"
"297",527,"April",27,21,"Canopy interspace",0.28,0,24.3,"23:44"
"298",528,"April",28,21,"Canopy interspace",0.41,0,24.4,"23:48"
"299",529,"April",29,21,"Canopy interspace",0.3,0,24.3,"23:53"
"300",530,"April",30,21,"Canopy interspace",0.38,0,24.3,"23:57"
